,player_name,player_height,Pos,3P%,3PA,Season
56244,James Johnson,205.74,PF,0.267,2.7,2020
56245,James Johnson,205.74,PF,0.271,1.4,2021
56246,James Jones,203.2,SF,0.25,0.7,2003
56247,James Jones,203.2,SF,0.398,2.2,2004
56248,James Jones,203.2,SF,0.386,3.8,2005
56249,James Jones,203.2,SF,0.378,3.1,2006
56250,James Jones,203.2,SF,0.444,3.5,2007
56251,James Jones,203.2,SF,0.344,2.4,2008
56252,James Jones,203.2,SF,0.411,2.5,2009
56253,James Jones,203.2,SF,0.429,3.5,2010
56254,James Jones,203.2,SG,0.404,2.2,2011
56255,James Jones,203.2,SF,0.302,1.4,2012
56256,James Jones,203.2,SF,0.519,2.7,2013
56257,James Jones,203.2,SF,0.36,3.1,2014
56258,James Jones,203.2,SF,0.394,2.2,2015
56259,James Jones,203.2,SF,0.47,1.4,2016
56260,Jamal Crawford,195.58,PG,0.35,1.9,2000
56261,Jamal Crawford,195.58,PG,0.448,2.5,2001
56262,Jamal Crawford,195.58,PG,0.355,3.0,2002
56263,Jamal Crawford,195.58,SG,0.317,6.5,2003
56264,Jamal Crawford,195.58,SG,0.361,7.3,2004
56265,Jamal Crawford,195.58,SG,0.345,3.7,2005
56266,Jamal Crawford,195.58,SG,0.32,5.5,2006
56267,Jamal Crawford,195.58,SG,0.356,6.2,2007
56268,Jamal Crawford,195.58,PG-SG,0.36,6.1,2008
56269,Jamal Crawford,195.58,SG,0.455,7.0,2008
56270,Jamal Crawford,195.58,PG,0.338,5.9,2008
56271,Jamal Crawford,195.58,SG,0.382,5.4,2009
56272,Jamal Crawford,195.58,SG,0.341,4.6,2010
56273,Jamal Crawford,195.58,PG,0.308,4.3,2011
56274,Jamal Crawford,195.58,SG,0.376,5.2,2012
56275,Jamal Crawford,195.58,SG,0.361,6.5,2013
56276,Jamal Crawford,195.58,SG,0.327,5.7,2014
56277,Jamal Crawford,195.58,SG,0.34,4.4,2015
56278,Jamal Crawford,195.58,SG,0.36,3.9,2016
56279,Jamal Crawford,195.58,SG,0.331,3.9,2017
56280,Jamal Crawford,195.58,SG,0.332,3.2,2018
56281,Jamal Crawford,195.58,SG,0.5,2.0,2019
56282,Jarrett Jack,190.5,SG,0.263,1.0,2005
56283,Jarrett Jack,190.5,PG,0.35,2.3,2006
56284,Jarrett Jack,190.5,SG,0.342,2.3,2007
56285,Jarrett Jack,190.5,SG,0.353,2.7,2008
56286,Jarrett Jack,190.5,PG,0.412,2.4,2009
56287,Jarrett Jack,190.5,SG-PG,0.306,1.3,2010
56288,Jarrett Jack,190.5,PG,0.167,1.8,2010
56289,Jarrett Jack,190.5,SG,0.345,1.2,2010
56290,Jarrett Jack,190.5,PG,0.348,2.5,2011
56291,Jarrett Jack,190.5,SG,0.404,2.6,2012
56292,Jarrett Jack,190.5,PG,0.341,2.3,2013
56293,Jarrett Jack,190.5,PG,0.267,1.8,2014
56294,Jarrett Jack,190.5,PG,0.304,3.2,2015
56295,Jarrett Jack,190.5,PG,0.0,0.5,2016
56296,Jarrett Jack,190.5,PG,0.291,1.4,2017
56297,Jared Jeffries,210.82,SF,0.5,0.3,2002
56298,Jared Jeffries,210.82,PF,0.167,0.4,2003
56299,Jared Jeffries,210.82,SF,0.314,0.7,2004
56300,Jared Jeffries,210.82,PF,0.32,0.6,2005
56301,Jared Jeffries,210.82,SF,0.1,0.4,2006
56302,Jared Jeffries,210.82,SF,0.16,0.3,2007
56303,Jared Jeffries,210.82,SF,0.083,0.2,2008
56304,Jared Jeffries,210.82,PF-SF,0.296,1.0,2009
56305,Jared Jeffries,210.82,PF,0.323,1.2,2009
56306,Jared Jeffries,210.82,SF,0.111,0.5,2009
56307,Jared Jeffries,210.82,PF,0.222,0.2,2010
56308,Jared Jeffries,210.82,PF,0.167,0.3,2010
56310,Jared Jeffries,210.82,PF,0.188,0.4,2011
56328,Jason Collins,213.36,C,0.25,0.2,2005
56341,Jason Kapono,203.2,SF,0.477,1.1,2003
56342,Jason Kapono,203.2,SF,0.412,2.4,2004
56343,Jason Kapono,203.2,SF,0.396,1.0,2005
56344,Jason Kapono,203.2,SF,0.514,3.1,2006
56345,Jason Kapono,203.2,SF,0.483,1.5,2007
56346,Jason Kapono,203.2,SG,0.428,2.9,2008
56347,Jason Kapono,203.2,SF,0.368,3.0,2009
56348,Jason Kapono,203.2,SF,0.125,0.3,2010
56349,Jason Kapono,203.2,SG,0.296,1.0,2011
56360,Jason Richardson,198.12,SG,0.333,3.1,2001
56361,Jason Richardson,198.12,SG,0.368,4.1,2002
56362,Jason Richardson,198.12,SG,0.282,3.5,2003
56363,Jason Richardson,198.12,SG,0.338,5.1,2004
56364,Jason Richardson,198.12,SG,0.384,6.4,2005
56365,Jason Richardson,198.12,SG,0.365,5.9,2006
56366,Jason Richardson,198.12,SF,0.406,7.3,2007
56367,Jason Richardson,198.12,SG,0.397,4.5,2008
56368,Jason Richardson,198.12,SG,0.458,4.2,2008
56369,Jason Richardson,198.12,SG,0.383,4.6,2008
56370,Jason Richardson,198.12,SG,0.393,5.1,2009
56371,Jason Richardson,198.12,SG,0.395,6.0,2010
56372,Jason Richardson,198.12,SG,0.419,5.9,2010
56373,Jason Richardson,198.12,SG,0.384,6.0,2010
56374,Jason Richardson,198.12,SG,0.368,5.1,2011
56375,Jason Richardson,198.12,SG,0.341,5.1,2012
56376,Jason Richardson,198.12,SG,0.323,5.1,2014
56377,Jason Smith,213.36,PF,0.286,0.2,2007
56378,Jason Smith,213.36,PF,0.345,0.5,2009
56380,Jason Smith,213.36,PF,0.111,0.2,2011
56383,Jason Smith,213.36,C,0.357,0.5,2014
56384,Jason Smith,213.36,C,0.25,0.2,2015
56385,Jason Smith,213.36,C,0.474,1.1,2016
56386,Jason Smith,213.36,C,0.125,1.0,2017
56387,Jason Smith,213.36,PF-C,0.346,1.3,2018
56388,Jason Smith,213.36,C,0.4,0.8,2018
56389,Jason Smith,213.36,PF,0.333,1.5,2018
56390,Jason Smith,213.36,C,0.286,3.5,2018
56391,Jason Terry,187.96,PG,0.293,1.9,1999
56392,Jason Terry,187.96,SG,0.395,3.8,2000
56393,Jason Terry,187.96,SG,0.387,5.7,2001
56394,Jason Terry,187.96,PG,0.371,5.3,2002
56395,Jason Terry,187.96,PG,0.347,5.2,2003
56396,Jason Terry,187.96,PG,0.42,3.1,2004
56397,Jason Terry,187.96,PG,0.411,5.2,2005
56398,Jason Terry,187.96,SG,0.438,4.6,2006
56399,Jason Terry,187.96,SG,0.375,4.4,2007
56400,Jason Terry,187.96,SG,0.366,6.2,2008
56401,Jason Terry,187.96,SG,0.365,4.8,2009
56402,Jason Terry,187.96,SG,0.362,4.3,2010
56403,Jason Terry,187.96,SG,0.378,5.8,2011
56404,Jason Terry,187.96,SG,0.372,4.2,2012
56405,Jason Terry,187.96,PG,0.379,2.9,2013
56406,Jason Terry,187.96,SG,0.39,4.2,2014
56407,Jason Terry,187.96,SG,0.356,3.6,2015
56408,Jason Terry,187.96,SG,0.427,2.3,2016
56409,Jason Terry,187.96,SG,0.348,2.3,2017
56417,Jason Thompson,210.82,C,0.333,0.3,2015
56419,Jason Thompson,210.82,C,0.333,0.8,2015
56420,Jared Dudley,200.66,PF,0.22,0.6,2007
56421,Jared Dudley,200.66,SF,0.392,1.1,2008
56422,Jared Dudley,200.66,SF,0.375,0.4,2008
56423,Jared Dudley,200.66,SF,0.394,1.4,2008
56424,Jared Dudley,200.66,SF,0.458,3.2,2009
56425,Jared Dudley,200.66,SF,0.415,3.1,2010
56426,Jared Dudley,200.66,SG,0.383,3.2,2011
56427,Jared Dudley,200.66,SF,0.391,3.4,2012
56428,Jared Dudley,200.66,SF,0.36,3.0,2013
56429,Jared Dudley,200.66,SG,0.385,2.7,2014
56430,Jared Dudley,200.66,PF,0.42,2.9,2015
56431,Jared Dudley,200.66,PF,0.379,3.2,2016
56432,Jared Dudley,200.66,PF,0.363,1.7,2017
56433,Jared Dudley,200.66,PF,0.351,2.6,2018
56434,Jared Dudley,200.66,PF,0.429,0.9,2019
56435,Jared Dudley,200.66,PF,0.333,0.5,2020
56443,Ike Diogu,205.74,PF,0.5,0.2,2008
56446,Ish Smith,182.88,PG,0.3,0.2,2010
56447,Ish Smith,182.88,PG,0.375,0.3,2010
56449,Ish Smith,182.88,PG,0.333,0.3,2011
56450,Ish Smith,182.88,PG,0.4,0.8,2011
56451,Ish Smith,182.88,PG,0.25,0.2,2011
56452,Ish Smith,182.88,PG,0.296,0.5,2012
56453,Ish Smith,182.88,PG,0.235,0.5,2012
56454,Ish Smith,182.88,PG,0.4,0.6,2012
56455,Ish Smith,182.88,PG,0.043,0.3,2013
56456,Ish Smith,182.88,PG,0.3,1.1,2014
56457,Ish Smith,182.88,PG,0.2,0.2,2014
56458,Ish Smith,182.88,PG,0.309,2.2,2014
56459,Ish Smith,182.88,PG,0.329,2.2,2015
56460,Ish Smith,182.88,PG,0.303,1.2,2015
56461,Ish Smith,182.88,PG,0.336,2.7,2015
56462,Ish Smith,182.88,PG,0.267,1.3,2016
56463,Ish Smith,182.88,PG,0.347,1.2,2017
56464,Ish Smith,182.88,PG,0.326,2.4,2018
56465,Ish Smith,182.88,PG,0.367,2.5,2019
56466,Ish Smith,182.88,PG,0.367,1.1,2020
56467,Ish Smith,182.88,PG,0.373,1.0,2021
56468,Ish Smith,182.88,PG,0.4,0.7,2021
56469,Ish Smith,182.88,PG,0.357,1.5,2021
56470,Gary Forbes,200.66,SF,0.328,0.9,2010
56471,Gary Forbes,200.66,SG,0.349,1.7,2011
56472,Gary Neal,193.04,SG,0.419,3.9,2010
56473,Gary Neal,193.04,SG,0.419,3.5,2011
56474,Gary Neal,193.04,SG,0.355,3.7,2012
56475,Gary Neal,193.04,SG,0.378,3.5,2013
56476,Gary Neal,193.04,SG,0.36,3.7,2013
56477,Gary Neal,193.04,SG,0.406,3.1,2013
56478,Gary Neal,193.04,SG,0.305,3.0,2014
56479,Gary Neal,193.04,SG,0.293,3.1,2014
56480,Gary Neal,193.04,SG,0.355,2.8,2014
56481,Gary Neal,193.04,SG,0.41,2.5,2015
56482,Gary Neal,193.04,SG,0.0,1.0,2016
56483,George Hill,187.96,PG,0.329,0.9,2008
56484,George Hill,187.96,PG,0.399,2.4,2009
56485,George Hill,187.96,PG,0.377,2.7,2010
56486,George Hill,187.96,PG,0.367,2.9,2011
56487,George Hill,187.96,PG,0.368,4.6,2012
56488,George Hill,187.96,PG,0.365,3.4,2013
56489,George Hill,187.96,PG,0.358,4.5,2014
56490,George Hill,187.96,PG,0.408,4.2,2015
56491,George Hill,187.96,PG,0.403,4.8,2016
56492,George Hill,187.96,PG,0.415,3.1,2017
56493,George Hill,187.96,PG,0.453,3.0,2017
56494,George Hill,187.96,PG,0.351,3.2,2017
56495,George Hill,187.96,PG,0.314,2.6,2018
56496,George Hill,187.96,PG,0.464,2.2,2018
56497,George Hill,187.96,PG,0.28,2.7,2018
56498,George Hill,187.96,PG,0.46,3.0,2019
56499,George Hill,187.96,PG,0.388,2.7,2020
56500,George Hill,187.96,PG,0.386,4.1,2020
56501,George Hill,187.96,PG,0.391,1.4,2020
56502,George Hill,187.96,SG,0.306,2.5,2021
56503,Gerald Henderson,193.04,SG,0.211,0.4,2009
56504,Gerald Henderson,193.04,SG,0.194,0.5,2010
56505,Gerald Henderson,193.04,SG,0.234,0.9,2011
56506,Gerald Henderson,193.04,SG,0.33,1.5,2012
56507,Gerald Henderson,193.04,SG,0.348,1.5,2013
56508,Gerald Henderson,193.04,SG,0.331,1.7,2014
56509,Gerald Henderson,193.04,SG,0.353,1.9,2015
56510,Gerald Henderson,193.04,SG,0.353,2.4,2016
56514,Gerald Wallace,200.66,SF,0.274,0.9,2004
56515,Gerald Wallace,200.66,SF,0.28,0.9,2005
56516,Gerald Wallace,200.66,SF,0.325,1.7,2006
56517,Gerald Wallace,200.66,PF,0.321,3.6,2007
56518,Gerald Wallace,200.66,SF,0.298,1.8,2008
56519,Gerald Wallace,200.66,SF,0.371,1.8,2009
56520,Gerald Wallace,200.66,SF-PF,0.333,2.6,2010
56521,Gerald Wallace,200.66,SF,0.33,2.2,2010
56522,Gerald Wallace,200.66,PF,0.338,3.5,2010
56523,Gerald Wallace,200.66,SF,0.307,2.6,2011
56524,Gerald Wallace,200.66,SF,0.265,2.3,2011
56525,Gerald Wallace,200.66,SF,0.385,3.3,2011
56526,Gerald Wallace,200.66,SF,0.282,2.4,2012
56527,Gerald Wallace,200.66,SF,0.297,1.1,2013
56529,Gilbert Arenas,193.04,PG,0.345,2.4,2001
56530,Gilbert Arenas,193.04,PG,0.348,3.8,2002
56531,Gilbert Arenas,193.04,PG,0.375,6.1,2003
56532,Gilbert Arenas,193.04,PG,0.365,7.0,2004
56533,Gilbert Arenas,193.04,PG,0.369,6.8,2005
56534,Gilbert Arenas,193.04,PG,0.351,7.9,2006
56535,Gilbert Arenas,193.04,PG,0.348,5.7,2009
56536,Gilbert Arenas,193.04,PG,0.333,2.3,2011
56540,Glen Davis,205.74,C,0.133,0.2,2010
56541,Glen Davis,205.74,PF,0.143,0.2,2011
56543,Glen Davis,205.74,PF,0.364,0.2,2013
56544,Glen Davis,205.74,PF,0.4,0.2,2013
56547,Gordon Hayward,203.2,SF,0.473,1.0,2010
56548,Gordon Hayward,203.2,SF,0.346,2.4,2011
56549,Gordon Hayward,203.2,SF,0.415,3.4,2012
56550,Gordon Hayward,203.2,SF,0.304,3.6,2013
56551,Gordon Hayward,203.2,SF,0.364,4.3,2014
56552,Gordon Hayward,203.2,SF,0.349,5.1,2015
56553,Gordon Hayward,203.2,SF,0.398,5.1,2016
56554,Gordon Hayward,203.2,SF,0.0,1.0,2017
56555,Gordon Hayward,203.2,PF,0.333,3.2,2018
56556,Gordon Hayward,203.2,SF,0.383,4.3,2019
56557,Gordon Hayward,203.2,SF,0.415,4.7,2020
56558,Gordon Hayward,203.2,SF,0.391,4.5,2021
56581,Hakim Warrick,205.74,PF,0.271,0.6,2007
56582,Hakim Warrick,205.74,PF,0.217,0.3,2008
56587,Hakim Warrick,205.74,PF,0.1,0.3,2011
56613,Hassan Whiteside,213.36,C,0.125,0.2,2018
56618,Henry Walker,198.12,SG-SF,0.431,3.3,2009
56620,Henry Walker,198.12,SG,0.431,4.3,2009
56621,Henry Walker,198.12,SG,0.386,2.5,2010
56622,Henry Walker,198.12,SG,0.319,3.5,2011
56623,Henry Walker,198.12,SF,0.341,5.5,2014
56639,Ian Mahinmi,210.82,C,0.188,0.5,2018
56640,Ian Mahinmi,210.82,C,0.192,0.7,2019
56641,Jason Williams,185.42,PG,0.31,6.5,1998
56642,Jason Williams,185.42,PG,0.287,6.2,1999
56643,Jason Williams,185.42,PG,0.315,4.0,2000
56644,Jason Williams,185.42,PG,0.295,6.6,2001
56645,Jason Williams,185.42,PG,0.354,5.3,2002
56646,Jason Williams,185.42,PG,0.33,5.1,2003
56647,Jason Williams,185.42,PG,0.324,4.6,2004
56648,Jason Williams,185.42,PG,0.372,4.9,2005
56649,Jason Williams,185.42,PG,0.339,4.8,2006
56650,Jason Williams,185.42,PG,0.353,4.1,2007
56651,Jason Williams,185.42,PG,0.38,2.7,2009
56652,Jason Williams,185.42,PG,0.263,1.4,2010
56653,Jason Williams,185.42,PG,0.304,1.4,2010
56654,Jason Williams,185.42,PG,0.2,1.4,2010
56655,Ime Udoka,195.58,SF,0.0,0.3,2003
56656,Ime Udoka,195.58,SF,0.333,0.4,2005
56657,Ime Udoka,195.58,SF,0.406,2.9,2006
56658,Ime Udoka,195.58,PF,0.37,2.3,2007
56659,Ime Udoka,195.58,SF,0.328,1.9,2008
56660,Ime Udoka,195.58,SG,0.286,1.3,2009
56661,Ime Udoka,195.58,SF,0.0,0.4,2010
56662,J.J. Barea,182.88,PG,0.389,1.2,2007
56663,J.J. Barea,182.88,SG,0.357,1.9,2008
56664,J.J. Barea,182.88,PG,0.357,2.0,2009
56665,J.J. Barea,182.88,PG,0.349,2.3,2010
56666,J.J. Barea,182.88,PG,0.371,3.5,2011
56667,J.J. Barea,182.88,PG,0.346,3.8,2012
56668,J.J. Barea,182.88,PG,0.316,2.9,2013
56669,J.J. Barea,182.88,PG,0.323,2.2,2014
56670,J.J. Barea,182.88,PG,0.385,3.5,2015
56671,J.J. Barea,182.88,PG,0.358,4.2,2016
56672,J.J. Barea,182.88,PG,0.297,3.4,2018
56673,Jawad Williams,205.74,SF,0.333,0.6,2008
56674,Jawad Williams,205.74,PG,0.323,1.7,2009
56675,Jawad Williams,205.74,SF,0.289,1.7,2010
56676,Jeff Teague,187.96,PG,0.219,0.5,2009
56677,Jeff Teague,187.96,PG,0.375,0.7,2010
56678,Jeff Teague,187.96,PG,0.342,2.3,2011
56679,Jeff Teague,187.96,PG,0.359,3.1,2012
56680,Jeff Teague,187.96,PG,0.329,2.8,2013
56681,Jeff Teague,187.96,PG,0.343,2.8,2014
56682,Jeff Teague,187.96,PG,0.4,3.5,2015
56683,Jeff Teague,187.96,PG,0.357,3.1,2016
56684,Jeff Teague,187.96,PG,0.368,3.3,2017
56685,Jeff Teague,187.96,PG,0.333,2.5,2018
56686,Jeff Teague,187.96,PG,0.368,2.0,2019
56687,Jeff Teague,187.96,PG,0.379,2.6,2019
56688,Jeff Teague,187.96,PG,0.333,1.2,2019
56689,Jeff Teague,187.96,PG,0.439,1.5,2020
56690,Jeff Teague,187.96,PG,0.464,1.6,2020
56691,Jeff Teague,187.96,PG,0.385,1.2,2020
56694,Jeff Foster,210.82,C,0.133,0.2,2001
56705,Josh Howard,200.66,SF,0.303,1.0,2003
56706,Josh Howard,200.66,SF,0.296,1.5,2004
56707,Josh Howard,200.66,SF,0.429,1.1,2005
56708,Josh Howard,200.66,SF,0.385,3.4,2006
56709,Josh Howard,200.66,SF,0.319,2.8,2007
56710,Josh Howard,200.66,SF,0.345,3.2,2008
56711,Josh Howard,200.66,SF,0.267,2.5,2009
56712,Josh Howard,200.66,SF,0.267,2.4,2009
56713,Josh Howard,200.66,SF,0.273,2.8,2009
56714,Josh Howard,200.66,SF,0.241,1.6,2010
56715,Josh Howard,200.66,SF,0.243,0.9,2011
56716,Josh Howard,200.66,SF,0.313,1.5,2012
56718,Josh McRoberts,208.28,PF,0.0,0.3,2008
56719,Josh McRoberts,208.28,C,0.348,0.5,2009
56720,Josh McRoberts,208.28,PF,0.383,0.8,2010
56722,Josh McRoberts,208.28,PF,0.286,1.3,2012
56723,Josh McRoberts,208.28,PF,0.309,1.3,2012
56724,Josh McRoberts,208.28,PF,0.241,1.1,2012
56725,Josh McRoberts,208.28,PF,0.361,3.7,2013
56726,Josh McRoberts,208.28,PF,0.421,1.1,2014
56727,Josh McRoberts,208.28,PF,0.245,1.2,2015
56728,Josh McRoberts,208.28,PF,0.419,1.4,2016
56729,Josh McRoberts,208.28,PF,0.0,0.5,2017
56736,Josh Powell,205.74,PF,0.438,0.3,2009
56739,Josh Smith,205.74,SF,0.174,0.3,2004
56740,Josh Smith,205.74,SF,0.309,1.4,2005
56741,Josh Smith,205.74,SF,0.25,2.1,2006
56742,Josh Smith,205.74,PF,0.253,1.2,2007
56743,Josh Smith,205.74,PF,0.299,1.3,2008
56745,Josh Smith,205.74,PF,0.331,2.0,2010
56746,Josh Smith,205.74,PF,0.257,1.7,2011
56747,Josh Smith,205.74,PF,0.303,2.6,2012
56748,Josh Smith,205.74,SF,0.264,3.4,2013
56749,Josh Smith,205.74,PF,0.316,2.7,2014
56750,Josh Smith,205.74,PF,0.243,1.3,2014
56751,Josh Smith,205.74,PF,0.33,3.5,2014
56752,Josh Smith,205.74,PF,0.287,2.6,2015
56753,Josh Smith,205.74,PF,0.31,1.8,2015
56754,Josh Smith,205.74,PF,0.271,3.7,2015
56756,Jrue Holiday,193.04,PG,0.39,2.2,2009
56757,Jrue Holiday,193.04,PG,0.365,2.7,2010
56758,Jrue Holiday,193.04,PG,0.38,2.6,2011
56759,Jrue Holiday,193.04,PG,0.368,3.2,2012
56760,Jrue Holiday,193.04,PG,0.39,2.3,2013
56761,Jrue Holiday,193.04,PG,0.378,3.4,2014
56762,Jrue Holiday,193.04,PG,0.336,4.0,2015
56763,Jrue Holiday,193.04,PG,0.356,4.2,2016
56764,Jrue Holiday,193.04,SG,0.337,4.4,2017
56765,Jrue Holiday,193.04,SG,0.325,5.4,2018
56766,Jrue Holiday,193.04,SG,0.353,5.7,2019
56767,Jrue Holiday,193.04,PG,0.392,4.8,2020
56768,Jrue Holiday,193.04,PG,0.411,4.8,2021
56769,Julian Wright,203.2,SF,0.417,0.4,2007
56770,Julian Wright,203.2,SF,0.095,0.4,2008
56772,Julian Wright,203.2,SF,0.2,0.2,2010
56795,Keith Bogans,195.58,SF,0.358,2.6,2003
56796,Keith Bogans,195.58,SG,0.329,2.3,2004
56797,Keith Bogans,195.58,SG-SF,0.325,2.8,2005
56798,Keith Bogans,195.58,SG,0.337,2.5,2005
56799,Keith Bogans,195.58,SF,0.314,3.1,2005
56800,Keith Bogans,195.58,SG,0.387,2.3,2006
56801,Keith Bogans,195.58,SG,0.362,5.0,2007
56802,Keith Bogans,195.58,SG,0.339,3.4,2008
56803,Keith Bogans,195.58,SG,0.333,3.5,2008
56804,Keith Bogans,195.58,SG,0.348,3.2,2008
56805,Keith Bogans,195.58,SF,0.357,2.5,2009
56806,Keith Bogans,195.58,SG,0.38,2.9,2010
56807,Keith Bogans,195.58,SF,0.25,2.4,2011
56808,Keith Bogans,195.58,SG,0.343,3.3,2012
56809,Keith Bogans,195.58,SG,0.5,1.0,2013
56828,Kenyon Martin,205.74,PF,0.091,0.2,2000
56829,Kenyon Martin,205.74,PF,0.224,0.9,2001
56830,Kenyon Martin,205.74,PF,0.209,0.6,2002
56831,Kenyon Martin,205.74,PF,0.28,0.4,2003
56832,Kenyon Martin,205.74,PF,0.0,0.2,2004
56833,Kenyon Martin,205.74,PF,0.227,0.4,2005
56834,Kenyon Martin,205.74,PF,0.0,0.5,2006
56835,Kenyon Martin,205.74,PF,0.182,0.2,2007
56836,Kenyon Martin,205.74,PF,0.368,0.6,2008
56837,Kenyon Martin,205.74,PF,0.276,0.5,2009
56838,Kenyon Martin,205.74,PF,0.222,0.2,2010
56839,Kenyon Martin,205.74,PF,0.231,0.3,2011
56843,Kevin Durant,205.74,SG,0.288,2.6,2007
56844,Kevin Durant,205.74,SF,0.422,3.1,2008
56845,Kevin Durant,205.74,SF,0.365,4.3,2009
56846,Kevin Durant,205.74,SF,0.35,5.3,2010
56847,Kevin Durant,205.74,SF,0.387,5.2,2011
56848,Kevin Durant,205.74,SF,0.416,4.1,2012
56849,Kevin Durant,205.74,SF,0.391,6.1,2013
56850,Kevin Durant,205.74,SF,0.403,5.9,2014
56851,Kevin Durant,205.74,SF,0.387,6.7,2015
56852,Kevin Durant,205.74,PF,0.375,5.0,2016
56853,Kevin Durant,205.74,SF,0.419,6.1,2017
56854,Kevin Durant,205.74,SF,0.353,5.0,2018
56855,Kevin Durant,205.74,PF,0.45,5.4,2020
56856,Kevin Durant,205.74,PF,0.383,5.5,2021
56857,Kevin Love,208.28,C,0.105,0.2,2008
56858,Kevin Love,208.28,PF,0.33,1.8,2009
56859,Kevin Love,208.28,PF,0.417,2.9,2010
56860,Kevin Love,208.28,PF,0.372,5.1,2011
56861,Kevin Love,208.28,PF,0.217,5.1,2012
56862,Kevin Love,208.28,PF,0.376,6.6,2013
56863,Kevin Love,208.28,PF,0.367,5.2,2014
56864,Kevin Love,208.28,PF,0.36,5.7,2015
56865,Kevin Love,208.28,PF,0.373,6.5,2016
56866,Kevin Love,208.28,C,0.415,5.6,2017
56867,Kevin Love,208.28,PF,0.361,6.7,2018
56868,Kevin Love,208.28,PF,0.374,7.0,2019
56869,Kevin Love,208.28,PF,0.365,6.2,2020
56870,Kevin Love,208.28,PF,0.392,6.4,2021
56871,Kevin Martin,200.66,PG,0.2,0.6,2004
56872,Kevin Martin,200.66,SG,0.369,2.5,2005
56873,Kevin Martin,200.66,SG,0.381,4.2,2006
56874,Kevin Martin,200.66,SG,0.402,4.4,2007
56875,Kevin Martin,200.66,SG,0.415,5.4,2008
56876,Kevin Martin,200.66,SG,0.333,4.6,2009
56877,Kevin Martin,200.66,SG,0.355,5.0,2009
56878,Kevin Martin,200.66,SG,0.31,4.2,2009
56879,Kevin Martin,200.66,SG,0.383,5.7,2010
56880,Kevin Martin,200.66,SG,0.347,5.6,2011
56881,Kevin Martin,200.66,SG,0.426,4.8,2012
56882,Kevin Martin,200.66,SG,0.387,4.4,2013
56883,Kevin Martin,200.66,SG,0.393,4.9,2014
56884,Kevin Martin,200.66,SG,0.36,2.5,2015
56885,Kevin Martin,200.66,SG,0.369,2.6,2015
56886,Kevin Martin,200.66,SG,0.333,2.1,2015
56887,Keyon Dooling,190.5,PG,0.35,1.1,2000
56888,Keyon Dooling,190.5,PG,0.286,1.0,2001
56889,Keyon Dooling,190.5,SG,0.36,2.5,2002
56890,Keyon Dooling,190.5,PG,0.174,0.8,2003
56891,Keyon Dooling,190.5,PG,0.253,1.0,2004
56892,Keyon Dooling,190.5,PG,0.302,0.9,2005
56893,Keyon Dooling,190.5,SG,0.323,1.5,2006
56894,Keyon Dooling,190.5,PG,0.338,0.9,2007
56895,Keyon Dooling,190.5,PG,0.421,3.1,2008
56896,Keyon Dooling,190.5,PG,0.376,3.0,2009
56897,Keyon Dooling,190.5,PG,0.346,2.9,2010
56898,Keyon Dooling,190.5,SG,0.333,1.8,2011
56899,Keyon Dooling,190.5,PG,0.417,1.7,2012
56900,Kirk Hinrich,193.04,PG,0.39,4.9,2003
56901,Kirk Hinrich,193.04,PG,0.355,5.3,2004
56902,Kirk Hinrich,193.04,PG,0.37,4.2,2005
56903,Kirk Hinrich,193.04,PG,0.415,4.2,2006
56904,Kirk Hinrich,193.04,PG,0.35,3.2,2007
56905,Kirk Hinrich,193.04,SG,0.408,3.3,2008
56906,Kirk Hinrich,193.04,SG,0.371,3.8,2009
56907,Kirk Hinrich,193.04,SG-PG,0.399,2.6,2010
56908,Kirk Hinrich,193.04,SG,0.384,2.3,2010
56909,Kirk Hinrich,193.04,PG,0.421,3.2,2010
56910,Kirk Hinrich,193.04,SG,0.346,2.8,2011
56911,Kirk Hinrich,193.04,PG,0.39,3.0,2012
56912,Kirk Hinrich,193.04,PG,0.351,3.3,2013
56913,Kirk Hinrich,193.04,SG,0.345,2.5,2014
56914,Kirk Hinrich,193.04,PG,0.387,1.3,2015
56915,Kirk Hinrich,193.04,PG,0.411,1.6,2015
56916,Kirk Hinrich,193.04,PG,0.167,0.5,2015
56943,Kris Humphries,205.74,PF,0.315,2.0,2015
56944,Kris Humphries,205.74,PF,0.343,2.4,2015
56945,Kris Humphries,205.74,PF,0.3,2.5,2015
56946,Kris Humphries,205.74,PF,0.258,1.5,2015
56947,Kris Humphries,205.74,PF,0.352,1.0,2016
56980,Kyle Korver,200.66,SF,0.391,2.8,2003
56981,Kyle Korver,200.66,SF,0.405,6.8,2004
56982,Kyle Korver,200.66,SF,0.42,5.3,2005
56983,Kyle Korver,200.66,SF,0.43,4.1,2006
56984,Kyle Korver,200.66,SG-PF,0.375,3.9,2007
56985,Kyle Korver,200.66,PF,0.352,4.3,2007
56986,Kyle Korver,200.66,SG,0.388,3.8,2007
56987,Kyle Korver,200.66,SF,0.386,3.4,2008
56988,Kyle Korver,200.66,SG,0.536,2.1,2009
56989,Kyle Korver,200.66,SG,0.415,3.5,2010
56990,Kyle Korver,200.66,SG,0.435,4.2,2011
56991,Kyle Korver,200.66,SF,0.457,5.6,2012
56992,Kyle Korver,200.66,SG,0.472,5.5,2013
56993,Kyle Korver,200.66,SG,0.492,6.0,2014
56994,Kyle Korver,200.66,SG,0.398,5.0,2015
